gender,age,married,n_of_dependents,n_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,ttl_refunds,ttl_extra_data_chg,ttl_l_distance_chg,ttl_revenue,customer_status
Female,35,Yes,0,1.0,49,No Offer,Yes,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,0.0,0,1292.13,6233.93,1
Male,41,No,0,0.0,44,Offer B,Yes,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,74.8,3033.75,0
Female,46,No,0,0.0,29,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,0.0,0,80.04,681.64,0
Female,47,Yes,1,1.0,14,No Offer,Yes,Yes,No,DSL,26.22592945662536,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,443.8,816.25,0
Male,57,No,0,0.0,56,No Offer,Yes,No,Yes,Cable,27.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,0.0,0,1210.16,4229.86,0
Female,43,No,0,0.0,6,No Offer,Yes,No,No,DSL,26.22592945662536,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,174.54,291.39,0
Male,50,No,0,0.0,6,Offer E,Yes,No,Yes,Cable,10.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,137.7,631.1,0
Female,41,Yes,0,1.0,41,No Offer,Yes,Yes,Yes,Fiber Optic,10.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,205.41,4800.36,1
Female,34,No,0,0.0,15,No Offer,Yes,No,Yes,Cable,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,475.2,1212.0,0
Female,23,No,0,0.0,22,No Offer,Yes,Yes,Yes,Fiber Optic,41.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,60,422.4,2304.35,0
Female,41,Yes,0,0.0,52,No Offer,Yes,No,No,DSL,26.22592945662536,No,Yes,No,No,No,No,Yes,Yes,One Year,No,Credit Card,46.07,0,429.0,1395.33,0
Male,62,Yes,0,1.0,17,Offer D,Yes,Yes,Yes,Fiber Optic,9.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,205.02,1659.17,1
Female,35,No,0,0.0,10,Offer D,Yes,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,373.6,1346.85,1
Female,47,Yes,0,1.0,26,No Offer,Yes,No,Yes,Fiber Optic,11.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,399.62,2761.42,1
Female,48,Yes,3,1.0,53,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,2316.63,3462.68,0
Female,70,No,0,0.0,1,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,22.92,42.37,1
Female,45,No,2,0.0,50,Offer B,Yes,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,1805.5,5339.1,0
Male,19,Yes,3,1.0,24,Offer C,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,27.36,614.76,0
Female,26,Yes,2,6.0,38,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,0.0,0,108.68,889.93,0
Male,27,Yes,0,1.0,14,No Offer,Yes,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,38.48,0,298.2,1398.92,1
Female,69,Yes,0,1.0,24,No Offer,Yes,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,321.12,2585.17,1
Male,65,No,0,0.0,19,Offer D,Yes,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,622.63,2400.53,1
Male,42,No,0,0.0,37,Offer C,Yes,Yes,Yes,DSL,14.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0,482.48,2925.78,0
Female,70,No,0,0.0,18,No Offer,Yes,No,Yes,Fiber Optic,23.0,No,No,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,4.76,70,462.6,1971.49,0
Male,42,No,0,0.0,44,Offer B,Yes,No,Yes,Cable,2.0,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0,1539.12,4313.67,0
Female,57,No,0,0.0,7,Offer E,Yes,No,Yes,DSL,6.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,163.45,614.25,1
Female,67,Yes,0,5.0,55,No Offer,Yes,No,Yes,Fiber Optic,4.0,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,0.0,0,1826.55,6631.85,0
Female,80,No,0,0.0,14,No Offer,Yes,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,419.44,1950.84,1
Female,49,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,18.34,112.74,1
Female,39,No,0,0.0,1,No Offer,No,Yes,Yes,DSL,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,0.0,24.6,1
Male,40,No,0,0.0,16,Offer D,Yes,No,No,DSL,26.22592945662536,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,0.0,0,642.72,927.07,0
Male,45,No,0,0.0,18,Offer D,Yes,Yes,No,DSL,26.22592945662536,No,No,No,Yes,No,Yes,No,Yes,One Year,No,Credit Card,0.0,0,233.46,657.96,0
Female,65,No,0,0.0,4,No Offer,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,147.72,440.52,1
Female,68,No,0,0.0,45,Offer B,Yes,Yes,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,310.5,4770.3,0
Female,34,No,0,0.0,21,Offer D,No,No,Yes,DSL,4.0,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,0.0,770.4,0
Male,53,Yes,0,7.0,72,Offer A,No,Yes,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,0.0,4754.3,0
Male,74,No,0,0.0,1,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,10,3.84,90.29,1
Female,19,Yes,3,2.0,48,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,468.96,1404.86,0
Male,73,Yes,0,1.0,29,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,181.25,2834.9,1
Male,50,Yes,0,6.0,65,Offer B,Yes,Yes,Yes,DSL,18.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,0.0,0,2566.85,6876.4,0
Female,38,Yes,0,1.0,17,Offer D,Yes,No,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,91.8,1796.75,1
Female,40,No,0,0.0,11,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,538.12,784.42,0
Female,23,Yes,2,2.0,71,Offer A,Yes,Yes,Yes,Fiber Optic,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,306.72,8473.52,0
Male,58,No,0,0.0,3,Offer E,Yes,No,Yes,DSL,17.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,8.64,178.09,1
Male,76,Yes,0,1.0,4,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,112.44,421.14,1
Female,60,No,0,0.0,15,No Offer,Yes,No,Yes,Fiber Optic,29.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,156.45,1286.45,0
Female,67,Yes,0,1.0,52,No Offer,Yes,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,213.72,5861.67,0
Female,77,No,0,0.0,21,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,785.4,2810.5,0
Male,76,No,0,0.0,39,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,782.34,4195.59,0
Female,47,Yes,0,1.0,46,No Offer,No,Yes,Yes,DSL,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,2007.85,0
Female,51,No,0,0.0,1,Offer E,Yes,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,30.52,115.52,1
Male,36,Yes,0,1.0,13,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,37.96,934.71,1
Female,66,Yes,0,5.0,38,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,599.64,3469.49,1
Male,24,Yes,0,5.0,64,No Offer,Yes,Yes,Yes,DSL,26.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,2107.52,6588.22,0
Female,74,No,0,0.0,13,No Offer,Yes,No,Yes,Fiber Optic,24.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,346.84,1582.39,0
Male,59,No,1,0.0,5,Offer E,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,0.0,0,61.1,144.85,0
Female,33,Yes,0,2.0,57,Offer B,Yes,Yes,Yes,DSL,16.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,572.85,5418.25,0
Male,76,No,0,0.0,1,No Offer,Yes,Yes,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,21.85,115.85,1
Male,56,No,0,0.0,1,Offer E,Yes,No,Yes,Fiber Optic,5.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,3.13,83.08,1
Female,31,No,2,0.0,8,No Offer,Yes,Yes,Yes,Cable,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,97.2,917.7,1
Female,44,No,0,0.0,3,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,106.62,316.92,1
Male,52,No,2,0.0,47,Offer B,Yes,No,Yes,Cable,17.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1186.75,3840.8,0
Male,69,Yes,0,7.0,69,No Offer,No,Yes,Yes,DSL,13.0,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,0.0,0,0.0,2134.3,0
Male,40,Yes,2,3.0,38,No Offer,Yes,No,No,Cable,26.22592945662536,Yes,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,0.0,0,918.08,1635.38,0
Male,31,No,0,0.0,26,Offer C,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,824.98,1343.28,0
Female,74,No,0,0.0,2,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,10,79.26,248.66,1
Male,53,No,0,0.0,1,No Offer,Yes,No,No,DSL,26.22592945662536,No,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,40.49,59.34,1
Female,55,Yes,0,0.0,27,Offer C,Yes,No,Yes,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,540.54,3221.69,0
Male,44,No,0,0.0,8,No Offer,Yes,No,Yes,DSL,23.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.0,10,56.16,401.56,0
Female,54,No,0,0.0,13,Offer D,Yes,Yes,Yes,Fiber Optic,26.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.09,0,88.14,1412.9,1
Female,34,Yes,0,1.0,60,Offer B,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,9.79,0,1813.8,8444.71,0
Male,68,Yes,0,2.0,7,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,47.67,532.92,0
Male,64,No,3,0.0,66,Offer A,Yes,Yes,No,DSL,26.22592945662536,No,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,1571.46,3245.26,0
Male,57,Yes,0,2.0,72,Offer A,Yes,Yes,Yes,DSL,30.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,789.84,6941.74,0
Male,62,No,0,0.0,33,Offer C,Yes,Yes,Yes,DSL,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,195.03,1860.23,0
Male,60,Yes,0,3.0,23,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,No,No,No,No,No,Yes,Yes,One Year,No,Credit Card,0.0,0,831.22,1317.42,0
Female,50,Yes,2,5.0,59,Offer B,Yes,Yes,Yes,Cable,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,2775.95,7970.0,0
Male,28,No,0,0.0,4,Offer E,Yes,No,Yes,DSL,41.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,175.08,351.28,0
Female,24,No,0,0.0,4,Offer E,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,39.0,155.95,0
Female,56,Yes,0,4.0,42,No Offer,Yes,Yes,Yes,DSL,30.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,1526.7,4254.5,0
Female,70,No,0,0.0,26,No Offer,Yes,No,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,499.46,2505.56,0
Male,50,Yes,0,5.0,24,No Offer,Yes,Yes,Yes,Cable,4.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,816.24,2163.14,0
Female,63,No,0,0.0,67,No Offer,Yes,No,Yes,Cable,9.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,361.13,5352.63,0
Female,74,Yes,0,7.0,43,Offer B,Yes,Yes,Yes,Fiber Optic,13.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,0.0,0,376.25,5206.5,1
Male,60,No,0,0.0,24,Offer C,Yes,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,110,730.08,3162.93,0
Female,36,No,0,0.0,64,Offer B,Yes,Yes,No,DSL,26.22592945662536,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,0.0,0,1019.52,2620.72,0
Female,63,No,1,0.0,40,No Offer,Yes,No,Yes,DSL,10.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,805.2,3265.55,0
Male,53,No,0,0.0,15,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,241.95,551.35,0
Male,36,No,3,0.0,71,No Offer,Yes,Yes,No,Cable,26.22592945662536,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,347.19,2001.79,0
Male,71,Yes,0,0.0,27,Offer C,Yes,No,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,29.99,0,823.23,2737.14,0
Male,28,No,0,0.0,4,No Offer,Yes,No,No,DSL,26.22592945662536,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,181.48,254.53,0
Female,25,No,0,0.0,12,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Credit Card,0.0,0,105.84,329.44,0
Male,51,No,2,0.0,8,Offer E,Yes,Yes,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,33.21,0,205.84,835.28,1
Female,76,Yes,0,1.0,33,No Offer,Yes,Yes,Yes,Cable,15.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1095.27,3751.77,1
Female,27,Yes,1,1.0,52,Offer B,Yes,No,No,DSL,26.22592945662536,Yes,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Mailed Check,0.0,0,177.32,1247.82,0
Female,49,Yes,0,7.0,60,Offer B,Yes,No,Yes,Cable,21.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,2484.0,5967.45,0
Male,80,Yes,0,1.0,33,No Offer,No,Yes,Yes,DSL,4.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,0.0,1750.85,0
Male,37,No,0,0.0,6,Offer E,Yes,No,Yes,DSL,13.0,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,0.0,40,138.06,466.41,0
Female,50,Yes,0,1.0,54,No Offer,Yes,Yes,Yes,DSL,12.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,2273.4,5989.05,1
Female,74,Yes,0,1.0,24,Offer C,No,Yes,Yes,Cable,29.0,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,0.0,933.3,1
Female,37,Yes,1,5.0,35,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,2.29,0,316.4,1053.46,0
Female,53,Yes,0,7.0,72,Offer A,Yes,Yes,Yes,DSL,11.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,1244.16,7163.51,0
Male,63,No,0,0.0,43,Offer B,No,Yes,Yes,DSL,11.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.0,0,0.0,1931.3,0
Female,47,Yes,2,1.0,5,No Offer,Yes,No,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,6.9,327.3,0
Female,70,No,0,0.0,44,Offer B,Yes,No,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,1557.16,5547.91,0
Male,77,Yes,0,1.0,12,Offer D,Yes,No,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,83.64,1033.84,1
Female,33,No,0,0.0,23,Offer D,Yes,No,No,DSL,26.22592945662536,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,321.54,791.74,0
Female,42,No,0,0.0,62,Offer B,Yes,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2001.98,7759.18,0
Male,42,No,2,0.0,27,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,230.85,812.7,0
Female,64,No,0,0.0,15,No Offer,Yes,Yes,Yes,DSL,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,32.09,0,203.7,803.01,0
Female,24,No,0,0.0,69,Offer A,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,No,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,28.42,0,2518.5,4168.13,0
Female,52,Yes,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,21.91,96.61,1
Female,80,No,0,0.0,15,No Offer,Yes,No,Yes,Fiber Optic,16.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,48.66,0,593.55,1945.19,0
Female,42,No,0,0.0,64,No Offer,Yes,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,0.0,60,363.52,7492.77,0
Female,39,No,2,0.0,4,No Offer,Yes,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,21.69,0,117.6,364.26,1
Female,31,No,0,0.0,40,Offer B,No,No,Yes,DSL,28.0,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,11.48,40,0.0,2264.72,0
Female,47,No,0,0.0,48,No Offer,Yes,No,Yes,Fiber Optic,29.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,0.0,0,1417.92,6045.77,1
Male,55,No,0,0.0,40,No Offer,Yes,Yes,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,1423.2,5555.15,1
Female,47,No,0,0.0,18,No Offer,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,228.06,1867.36,1
Female,26,Yes,3,7.0,38,Offer C,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,1896.2,2652.6,0
Female,34,No,1,0.0,15,No Offer,Yes,No,Yes,Fiber Optic,20.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,59.4,1485.8,1
Female,33,No,0,0.0,4,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,129.84,471.29,1
Male,49,Yes,2,7.0,72,Offer A,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,46.81,0,2010.96,3754.95,0
Female,43,No,0,0.0,48,Offer B,Yes,No,Yes,Fiber Optic,21.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,913.92,5818.17,0
Male,39,Yes,0,7.0,71,Offer A,Yes,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,391.21,6437.11,0
Male,40,No,0,0.0,14,Offer D,Yes,Yes,Yes,Cable,27.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,401.1,1579.5,1
Female,52,No,0,0.0,11,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,0.0,0,295.35,533.05,0
Male,53,Yes,0,1.0,1,No Offer,Yes,No,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,50,35.15,161.35,1
Female,39,Yes,0,3.0,36,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4.96,0,882.36,4335.3,1
Male,33,Yes,1,1.0,27,Offer C,Yes,Yes,Yes,Fiber Optic,15.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,0.0,30,1300.59,3482.19,0
Female,30,Yes,0,1.0,50,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1405.0,2348.1,0
Male,52,No,0,0.0,35,No Offer,Yes,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,18.84,0,1442.35,4271.96,0
Female,50,Yes,0,5.0,53,Offer B,Yes,No,No,Cable,26.22592945662536,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,No,Credit Card,0.0,0,2450.72,3441.17,0
Female,24,Yes,0,7.0,72,Offer A,Yes,No,Yes,Cable,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,1478.88,7634.28,0
Male,60,No,0,0.0,4,No Offer,Yes,Yes,Yes,Cable,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,121.76,328.36,1
Male,62,Yes,0,1.0,32,Offer C,Yes,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,722.24,3170.19,1
Female,50,No,0,0.0,25,Offer C,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,0.0,0,757.0,1218.3,0
